datetime,consumption_reinforcement,consumption_concentrate,consumption_pellets,consumption_scrap,production_all_reinforcement,production_rus_reinforcement,production_all_concentrate,production_rus_concentrate,production_all_pellets,production_rus_pellets,production_all_coke,production_rus_coke,import_reinforcement,import_concentrate,import_pellets,import_scrap,import_coke,export_reinforcement,export_concentrate,export_pellets,export_coke,export_scrap,exchange_rate_usd,scrap_price_lme_M01,scrap_price_lme_M06,scrap_price_lme_M15,Mean_US_Dollar_Russian_Ruble_USD/RUB,Mean_US_Dollar_Russian_Ruble_USD/RUB_TOM,Mean_Russian_Ruble_US_Dollar_RUB/USD,Mean_Euro_Russian_Ruble_EUR/RUB,Mean_Russian_Ruble_Euro_RUB/EUR,Mean_Chinese_Yuan_Russian_Ruble_CNY/RUB,Mean_Russian_Ruble_Chinese_Yuan_RUB/CNY,Mean_Russian_Ruble_Turkish_Lira_RUB/TRY,Mean_Turkish_Lira_Russian_Ruble_TRY/RUB,Mean_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Volume_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Mean_Taiwan_Steel_TSTI_Taiwan,Volume_Taiwan_Steel_TSTI_Taiwan,Mean_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Volume_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Mean_ZCE_Thermal_Coal_CZCc1_ZCE,Volume_ZCE_Thermal_Coal_CZCc1_ZCE,Mean_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Volume_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Mean_Steel_Rebar_Futures_SRRc1_London,Volume_Steel_Rebar_Futures_SRRc1_London,Mean_Steel_Scrap_Futures_SSCc1_London,Volume_Steel_Scrap_Futures_SSCc1_London,Mean_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Volume_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Mean_Metallurgical_Coke_Futures_DCJc1_DCE,Volume_Metallurgical_Coke_Futures_DCJc1_DCE,Mean_Rotterdam_Coal_Futures_ATWMc1_ICE,Volume_Rotterdam_Coal_Futures_ATWMc1_ICE,Mean_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Volume_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Mean_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Volume_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Mean_Coking_Coal_Futures_DJMc1_DCE,Volume_Coking_Coal_Futures_DJMc1_DCE,Mean_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,Volume_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,WPU101707,WPU101,WPU10170301,PCU3312213312211,WPU101703,WPU101704,WPU101705,WPU101708,PCU3312213312213,PCU331222331222,china_credit_impulse,ChinaHousingPriceYoY,China-ShanghaiShenzhenCSI300Index,shipment_reinforcement_sum,shipment_scrap_sum,prod_prices_reinf_imp_min,prod_prices_reinf_imp_median,prod_prices_reinf_imp_mean,prod_prices_reinf_imp_max,prod_prices_reinf_inn_min,prod_prices_reinf_inn_median,prod_prices_reinf_inn_mean,prod_prices_reinf_inn_max,prod_prices_scrap_inn_min,prod_prices_scrap_inn_median,prod_prices_scrap_inn_mean,prod_prices_scrap_inn_max
2018-08-24,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,68.5259,310.5,305.0,308.0,67.6317,,0.01475,78.31899999999999,0.01275,9.8778,0.1013,0.0895499999999999,11.125,278.26,11153555.0,111.15,74826997760.0,39.8,0.0,626.3,12082.0,,,517.0,15.0,310.5,0.0,901.0,0.0,2597.5,21138.0,97.0,10.0,97.0,15.0,99.45,5.0,1284.0,5310.0,67.48,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3325.33,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-25,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,67.7911,310.5,305.0,308.0,67.6317,,0.01475,78.31899999999999,0.01275,9.8778,0.1013,0.0895499999999999,11.125,278.26,11153555.0,111.15,74826997760.0,39.8,0.0,626.3,12082.0,,,517.0,15.0,310.5,0.0,901.0,0.0,2597.5,21138.0,97.0,10.0,97.0,15.0,99.45,5.0,1284.0,5310.0,67.48,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3325.33,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-26,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,67.7911,310.5,305.0,308.0,67.6317,,0.01475,78.31899999999999,0.01275,9.860399999999998,0.1013,0.0895499999999999,11.125,278.26,11153555.0,111.15,74826997760.0,39.8,0.0,626.3,12082.0,,,517.0,15.0,310.5,0.0,901.0,0.0,2597.5,21138.0,97.0,10.0,97.0,15.0,99.45,5.0,1284.0,5310.0,67.48,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3325.33,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-27,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,67.7911,310.5,305.0,308.0,67.32820000000001,,0.01485,78.5095,0.0127,9.874,0.10125,0.09105,10.94,281.915,13782773.0,110.51,44768002048.0,39.8,0.0,631.8,10182.0,,,517.0,15.0,310.5,0.0,903.0,0.0,2605.0,12584.0,98.0,0.0,97.0,0.0,99.45,0.0,1285.75,5568.0,67.42,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3406.57,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-28,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,67.3963,310.5,305.0,308.0,67.5816,,0.0148,79.094,0.01265,9.9284,0.10075,0.0919,10.855,284.435,10553249.0,111.18,62563000320.0,39.75,0.0,634.9,7584.0,,,517.0,0.0,310.5,0.0,900.0,1.0,2619.5,9310.0,97.6,0.0,97.65,30.0,99.6,10.0,1284.0,3792.0,67.35,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3400.17,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-29,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,67.3911,310.5,310.0,303.0,68.05285,,0.0147,79.482,0.01265,9.97405,0.1005,0.0941,10.72,283.81,10578980.0,111.11,57836998656.0,39.75,0.0,633.2,4052.0,,,517.0,0.0,310.5,0.0,863.0,112.0,2647.25,8414.0,97.9,0.0,97.7,0.0,99.6,0.0,1276.0,3468.0,67.28,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3386.57,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-30,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,68.1451,311.0,314.5,303.0,68.09055000000001,,0.01475,79.4945,0.0126,9.95655,0.1005,0.09715,10.25,281.255,18760284.0,111.06,44509999104.0,39.65,0.0,634.2,2854.0,,,517.0,0.0,311.0,0.0,862.0,734.0,2571.75,11104.0,97.9,0.0,97.7,0.0,99.6,0.0,1282.5,6122.0,67.21,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3351.09,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-08-31,629.99,8705.182,3393.121,2396.874,1035.1,663.1,14603.3,8468.0,6196.1,4027.2,3338.8,2320.8,84.25,483.6,215.0,91.13,11.676,117.3,333.79999999999995,849.1,200.7,241.119,68.0821,311.95,310.0,303.0,67.7855,,0.01475,78.899,0.01265,9.91945,0.1008,0.0968,10.33,279.865,12061677.0,110.41,53888999424.0,39.6,0.0,628.3,5194.0,,,520.95,0.0,311.95,0.0,865.0,75.0,2526.5,8396.0,97.9,0.0,97.65,0.0,98.75,0.0,1318.0,8398.0,67.16,0.0,252.3,244.8,142.5,241.2,160.5,217.1,278.9,212.4,198.6,232.2,23.7,7.0,3334.5,545.7,2303.4,550.0,578.0,567.5,578.0,36430.0,37796.5,37966.625,43000.0,220.0,16800.0,11169.927272727273,19150.0
2018-09-01,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.0447,311.95,310.0,303.0,67.7855,,0.01475,78.899,0.01265,9.91945,0.1008,0.0968,10.33,279.865,12061677.0,110.41,53888999424.0,39.6,0.0,628.3,5194.0,,,520.95,0.0,311.95,0.0,865.0,75.0,2526.5,8396.0,97.9,0.0,97.65,0.0,98.75,0.0,1318.0,8398.0,67.16,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3334.5,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-02,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.0447,311.95,310.0,303.0,67.7855,,0.01475,78.899,0.01265,9.8828,0.1008,0.0968,10.33,279.865,12061677.0,110.41,53888999424.0,39.6,0.0,628.3,5194.0,,,520.95,0.0,311.95,0.0,865.0,75.0,2526.5,8396.0,97.9,0.0,97.65,0.0,98.75,0.0,1318.0,8398.0,67.16,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3334.5,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-03,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.0447,317.0,307.0,315.0,67.85505,,0.01475,78.791,0.0127,9.9309,0.1006499999999999,0.0976499999999999,10.17,279.865,12061677.0,109.385,61968998400.0,39.6,0.0,623.5,408.0,,,512.0,33.0,317.0,2134.0,865.0,75.0,2554.25,1036.0,99.0,40.0,97.65,0.0,98.75,0.0,1329.0,678.0,67.16,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3321.82,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-04,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,67.7443,318.0,311.5,313.0,68.2349,,0.01465,78.88900000000001,0.01265,9.965,0.10035,0.09755,10.215,277.43,14554871.0,108.945,31985999872.0,39.8,0.0,623.9,262.0,,,521.0,51.0,318.0,3215.0,862.5,15.0,2493.25,282.0,100.575,96.0,100.85,20.0,98.0,40.0,1323.25,166.0,66.64,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3363.9,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-05,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.2737,317.0,306.0,310.0,68.33725,,0.01465,79.19749999999999,0.01265,9.9872,0.1001499999999999,0.0973,10.26,279.31,14374415.0,108.695,49813999616.0,39.8,0.0,625.1,984.0,,,521.0,0.0,317.0,2320.0,862.0,8.0,2493.25,302.0,100.7,92.0,101.55,70.0,98.3,25.0,1331.5,28.0,67.22,50.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3298.14,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-06,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.4628,317.0,310.0,305.0,68.90145000000001,,0.0145999999999999,80.05000000000001,0.0125,10.0804,0.09935,0.0962,10.435,282.545,12613083.0,108.905,62015000576.0,40.25,10.0,622.8,222.0,,,524.0,0.0,317.0,0.0,865.0,0.0,2492.75,422.0,101.0,25.0,101.0,0.0,98.8,53.0,1351.75,282.0,68.13,10.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3262.88,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-07,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.2505,318.5,300.0,304.0,69.39089999999999,,0.0144,80.4925,0.0124,10.1421,0.0987,0.09325,10.71,278.725,13975399.0,108.685,84327997440.0,39.25,0.0,632.2,0.0,,,519.0,15.0,318.5,73.0,865.0,0.0,2492.5,368.0,100.95,80.0,99.8,10.0,99.25,5.0,1333.0,188.0,68.07,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3277.64,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-08,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.0286,318.5,300.0,304.0,69.39089999999999,,0.0144,80.4925,0.0124,10.1421,0.0987,0.09325,10.71,278.725,13975399.0,108.685,84327997440.0,39.25,0.0,632.2,0.0,,,519.0,15.0,318.5,73.0,865.0,0.0,2492.5,368.0,100.95,80.0,99.8,10.0,99.25,5.0,1333.0,188.0,68.07,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3277.64,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-09,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.0286,318.5,300.0,304.0,69.39089999999999,,0.0144,80.4925,0.0124,10.2146,0.0987,0.09325,10.71,278.725,13975399.0,108.685,84327997440.0,39.25,0.0,632.2,0.0,,,519.0,15.0,318.5,73.0,865.0,0.0,2492.5,368.0,100.95,80.0,99.8,10.0,99.25,5.0,1333.0,188.0,68.07,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3277.64,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-10,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.0286,317.0,300.0,302.5,70.15635,,0.01425,81.2235,0.0123,10.22775,0.0978,0.09215,10.855,277.55,9824749.0,108.105,82615001088.0,39.25,15.0,630.4,0.0,,,519.0,0.0,317.0,25.0,867.0,32.0,2490.5,238.0,100.0,75.0,100.2,15.0,100.8,65.0,1376.0,106.0,68.17,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3230.07,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-11,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.8685,317.0,295.0,301.0,69.98685,,0.0142499999999999,81.202,0.0123,10.1957,0.0980999999999999,0.09215,10.845,273.055,13846811.0,107.82,65867001856.0,39.4,0.0,630.4,0.0,,,519.0,9.0,317.0,300.0,863.5,21.0,2449.0,452.0,100.95,5.0,100.95,25.0,101.75,15.0,1370.0,786.0,67.78,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3224.21,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-12,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.9744,317.0,296.5,301.0,69.23310000000001,,0.01445,80.356,0.01245,10.0831,0.0993,0.09225,10.85,278.04,11320967.0,107.985,98945998848.0,39.1,15.0,633.2,0.0,,,519.0,0.0,317.0,0.0,862.5,44.0,2379.0,178.0,100.5,15.0,100.5,5.0,101.05,0.0,1375.5,302.0,67.98,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3202.02,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-13,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,69.5728,317.0,299.0,300.0,68.5,,0.01465,79.756,0.0125,10.02105,0.0999,0.09195,10.915,280.42,10985205.0,108.685,89801998336.0,39.0,5.0,632.9,10.0,,,519.0,0.0,317.0,0.0,865.0,133.0,2387.0,1044.0,100.4,5.0,100.4,15.0,100.1,25.0,1360.0,1078.0,68.31,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3236.57,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-14,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.637,319.0,297.0,300.0,68.00104999999999,,0.0147,79.5765,0.0126,9.92185,0.1007,0.08925,11.165,277.745,14690700.0,108.745,68136001536.0,39.0,35.0,636.0,2.0,,,519.0,0.0,319.0,33.0,863.5,19.0,2334.0,226.0,99.5,0.0,99.55,30.0,100.1,0.0,1319.5,1508.0,68.43,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3242.09,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-15,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.2826,319.0,297.0,300.0,68.00104999999999,,0.0147,79.5765,0.0126,9.92185,0.1007,0.08925,11.165,277.745,14690700.0,108.745,68136001536.0,39.0,35.0,636.0,2.0,,,519.0,0.0,319.0,33.0,863.5,19.0,2334.0,226.0,99.5,0.0,99.55,30.0,100.1,0.0,1319.5,1508.0,68.43,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3242.09,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-16,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.2826,319.0,297.0,300.0,68.00104999999999,,0.0147,79.5765,0.0126,9.91165,0.1007,0.08925,11.165,277.745,14690700.0,108.745,68136001536.0,39.0,35.0,636.0,2.0,,,519.0,0.0,319.0,33.0,863.5,19.0,2334.0,226.0,99.5,0.0,99.55,30.0,100.1,0.0,1319.5,1508.0,68.43,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3242.09,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-17,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.2826,319.0,297.0,300.0,68.14959999999999,,0.01465,79.36,0.0126,9.91815,0.1008,0.0915499999999999,10.86,281.125,10286798.0,108.935,63544999936.0,38.5,0.0,630.8,0.0,,,519.0,0.0,319.0,0.0,862.0,0.0,2386.5,2.0,99.3,80.0,99.35,20.0,99.6,0.0,1296.5,0.0,68.57,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3204.92,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-18,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,68.1958,320.0,297.0,303.0,67.69069999999999,,0.0148,79.0395,0.0126,9.8661,0.10125,0.09395,10.62,283.625,14360548.0,110.08,91339997184.0,38.5,0.0,632.5,6.0,,,519.0,0.0,320.0,0.0,861.0,14.0,2386.0,0.0,98.55,94.0,98.65,20.0,98.85,25.0,1302.5,6.0,68.59,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3269.43,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-19,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,67.7519,321.0,298.0,303.0,67.03465,,0.0149,78.189,0.0127999999999999,9.7853,0.1022,0.09425,10.59,287.4,12515115.0,111.455,123406999552.0,38.5,0.0,643.4,0.0,,,516.0,0.0,321.0,3405.0,859.5,24.0,2361.75,10.0,99.7,10.0,100.3,40.0,100.2,0.0,1322.0,0.0,68.67,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3312.48,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-20,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,67.0098,320.0,296.5,301.5,66.52035000000001,,0.015,77.8885,0.0127999999999999,9.7122,0.1028999999999999,0.09405,10.595,287.475,17032724.0,112.315,121047998464.0,38.5,0.0,643.8,0.0,,,514.0,9.0,320.0,9.0,859.5,6.0,2368.5,0.0,99.65,0.0,99.6,5.0,98.85,0.0,1322.0,0.0,68.67,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3310.13,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-21,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,66.4725,320.0,295.0,300.0,66.4647,,0.0150999999999999,78.247,0.01275,9.71455,0.1029,0.094,10.615,282.67,28391716.0,113.23,128296001536.0,38.5,0.0,645.2,0.0,,,509.0,9.0,320.0,300.0,862.5,30.0,2449.25,12.0,100.3,0.0,100.2,0.0,99.15,0.0,1322.0,0.0,68.69,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3410.49,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
2018-09-22,679.57,8576.659,3451.34,2351.842,1039.1,687.4,14358.7,8471.3,6083.1,4021.8,3245.8,2207.3,80.95,516.4,185.0,89.84,10.823,88.4,411.3,755.5,257.7,276.17,66.2497,320.0,295.0,300.0,66.4647,,0.0150999999999999,78.247,0.01275,9.71455,0.1029,0.094,10.615,282.67,28391716.0,113.23,128296001536.0,38.5,0.0,645.2,0.0,,,509.0,9.0,320.0,300.0,862.5,30.0,2449.25,12.0,100.3,0.0,100.2,0.0,99.15,0.0,1322.0,0.0,68.69,0.0,252.0,244.7,143.8,238.8,161.9,218.2,278.3,214.1,203.3,233.0,23.4,7.9,3410.49,598.8,2259.7,488.0,578.0,548.0,578.0,40902.0,43000.0,42834.625,46200.0,247.0,17800.0,11847.920454545454,20025.0
